事件名,严格断言数,全部断言数,受控角色数,省域数,观测起,观测止,状态
均县城战斗,0,8,5,0,,,strict_backbone
遵义解放,1,7,4,0,1949-01-01,1949-12-31,strict_backbone
抗击罗瑛斗争,0,2,1,0,,,strict_backbone
毕节地区解放与剿匪斗争,3,7,7,0,,,strict_backbone
移民并村/封锁,0,2,0,0,,,context_only
马良坪战斗,0,12,11,0,,,strict_backbone
援助罢工工友,0,1,0,0,,,context_only
赤色游击战争,1,5,3,0,,,strict_backbone
国共统一战线,0,11,2,0,,,strict_backbone
收复班利战斗,0,3,0,0,,,context_only
廉洁奉公/买辣椒/批评事务长,0,4,1,0,,,strict_backbone
抢占渡口,0,1,1,0,,,strict_backbone
新民主主义乡村工作团,0,1,0,0,,,context_only
贵州剿匪斗争,1,4,4,0,1950-01-01,1950-12-31,strict_backbone
沭阳新河农民暴动,2,2,2,0,,,strict_backbone
混入革命队伍窃取情报,0,3,0,0,,,context_only
岳北暴动,0,2,0,0,,,context_only
昭通学生游行,2,6,2,0,,,strict_backbone
九江县大暴动,0,4,4,0,,,strict_backbone
碉楼攻防战,0,3,1,0,,,strict_backbone
散发錾刻革命标语,0,6,2,0,,,strict_backbone
红二方面军进驻黔西,0,2,2,0,,,strict_backbone
镇雄县雨洒河街战斗,0,2,0,0,,,context_only
扩军动员反霸斗争大生产,0,2,2,0,,,strict_backbone
强渡江河行动,0,3,0,0,,,context_only
溧高县抗日民主政府成立,0,9,0,0,,,context_only
赖心辉部,0,1,0,0,,,context_only
坚守官屯,0,2,2,0,,,strict_backbone
教育工作恢复与发展,0,2,0,0,,,context_only
英帝国主义者干涉事件,0,1,0,0,,,context_only
‘五·二〇’学生运动,0,25,10,2,1947-01-01,1947-12-31,strict_backbone
湖北的农民运动,1,2,2,3,1926-01-01,1926-12-31,strict_backbone
工作整顿与人员交接,0,1,0,0,,,context_only
土改,2,96,22,3,,,strict_backbone
武佐乡战斗,0,1,0,0,,,context_only
木排破坏行动,0,5,2,0,,,strict_backbone
防汛救灾与贷种改种,0,1,0,0,,,context_only
义勇军打桩战,0,1,1,0,,,strict_backbone
西乐坪战斗,0,3,0,0,,,context_only
小视村事件,0,5,2,1,,,strict_backbone
铲除工界虎伥案,0,3,0,0,,,context_only
中央特科工作,0,2,2,0,,,strict_backbone
劝用国货会,0,1,1,0,,,strict_backbone
苏维埃机关,0,6,0,0,,,context_only
国大旧代表问题,0,3,0,0,,,context_only
高洋坳战斗,0,3,2,0,,,strict_backbone
弥泸区游击战争,0,1,0,0,,,context_only
贵州盘县会晤,0,4,4,0,,,strict_backbone
邵埠地会议,0,3,0,0,,,context_only
宿县南战役,0,6,1,0,,,strict_backbone
中共苏区中央局第一次扩大会议,0,3,3,0,,,strict_backbone
党史大事记编纂,0,3,0,0,,,context_only
西山会议,0,5,0,0,,,context_only
上海区委改组会议,0,3,0,0,,,context_only
反帝大同盟组织,0,1,1,0,,,strict_backbone
武汉国民大会,0,3,3,0,,,strict_backbone
抓捕范克功,0,2,2,0,,,strict_backbone
6纵18旅,0,1,0,0,,,context_only
清剿土匪行动,0,19,8,1,,,strict_backbone
湘赣边牧牧起义,0,3,1,2,,,strict_backbone
瓦埠农民暴动爆发,0,2,0,0,,,context_only
立墓碑事件,0,4,2,0,,,strict_backbone
进贤和平起义,0,6,0,0,,,context_only
分区游行,0,11,3,0,,,strict_backbone
营救李觉等同志行动,0,4,4,1,,,strict_backbone
《李闯王》,0,3,0,0,,,context_only
抵制日货斗争,0,3,1,0,,,strict_backbone
马祖庵会议,0,2,0,0,,,context_only
上海联络工作,0,3,1,0,,,strict_backbone
粮食征调,0,3,2,0,,,strict_backbone
四、五十人起义,1,1,1,0,,,strict_backbone
砖桥乡群众运动,0,2,2,1,1946-01-01,1946-12-31,strict_backbone
搜剿经验总结,0,3,0,0,,,context_only
湘赣边界秋收暴动,2,4,4,0,,,strict_backbone
打邓坊,1,2,1,0,,,strict_backbone
游击总队2大队,0,1,0,0,,,context_only
三民主义,0,10,0,0,,,context_only
红十军建军历程,0,1,0,0,,,context_only
老营盘围歼指挥战斗,0,1,0,0,,,context_only
红三军智收神兵,0,6,1,1,,,strict_backbone
经济搜刮,0,1,0,0,,,context_only
李家村民兵组织,0,3,0,0,,,context_only
信丰面粉厂反蒋斗争,0,1,0,0,,,context_only
中国共产党霍山县首次党员大会,2,2,2,0,,,strict_backbone
泗县暴动/土匪叛变,0,1,0,0,,,context_only
横山暴乱,0,4,0,0,,,context_only
情报传递工作,0,6,1,1,,,strict_backbone
赤卫师,0,1,1,0,,,strict_backbone
蒋管区斗争策略,0,6,2,0,,,strict_backbone
丹寨县各族各界人民代表大会,0,2,0,0,,,context_only
李绍堂、王金华、陈明德、王体民等叛匪,0,1,0,0,,,context_only
颁布惩治贪污训令,0,3,0,0,,,context_only
上海惨案交涉,0,3,1,1,,,strict_backbone
英国军舰闯入长江事件,0,8,2,0,,,strict_backbone
百色武装起义,0,2,2,0,,,strict_backbone
情报搜集行动,2,3,2,0,,,strict_backbone
龙会桥战斗,0,3,0,0,,,context_only
罗布坳战役,0,3,3,0,,,strict_backbone
红三十一军政治部特务队,0,3,0,0,,,context_only
耿马事件,0,2,2,0,,,strict_backbone
第二次反“围剿”富田战役,0,3,1,0,,,strict_backbone
黄仁同志之死,0,3,1,0,,,strict_backbone
攻占安远/筹款/节约粮食,0,6,5,0,,,strict_backbone
‘五·四’运动纪念大会,2,6,4,1,,,strict_backbone
海桥战役,0,1,1,0,,,strict_backbone
梓潼镇压反革命运动,0,3,0,0,,,context_only
土改发动群众,0,1,0,0,,,context_only
湘鄂西区党委会议,0,3,0,0,,,context_only
新田县学生联合会,0,3,1,0,,,strict_backbone
曲靖地区学生运动,0,1,0,0,,,context_only
五兵团入黔,0,3,0,0,,,context_only
长征/剿匪,0,0,0,0,,,isolated
工人总同盟罢工,0,3,0,0,,,context_only
如皋敌后斗争,0,5,3,1,,,strict_backbone
反美扶日爱国民主运动,0,2,0,0,,,context_only
七政,0,3,0,0,,,context_only
捧鲊游击大队成立,0,1,1,0,,,strict_backbone
姜堰会议,0,5,3,0,,,strict_backbone
联合政府谈判,0,6,2,0,,,strict_backbone
新田农民运动,2,4,4,0,,,strict_backbone
西镇乡农民运动,3,10,7,0,,,strict_backbone
惩叛徒/炸恶霸易德斋,0,1,1,0,,,strict_backbone
剑朗合围命令,0,3,1,0,,,strict_backbone
挖战壕,0,3,0,0,,,context_only
中原解放区保卫战,0,3,0,0,,,context_only
苏中地武配合主力,0,2,1,0,,,strict_backbone
开广地区斗争,0,4,2,0,,,strict_backbone
昆明学生联合会恢复运动,0,5,3,0,,,strict_backbone
左联读书会,0,5,3,0,,,strict_backbone
红军攻破营盘战斗,0,6,0,2,,,context_only
部队南返行动,0,1,0,0,,,context_only
军阀内斗,0,3,0,0,,,context_only
株洲铁路罢工,0,6,2,0,,,strict_backbone
《浙江周刊》,0,3,0,0,,,context_only
合川抗日救亡运动,0,4,4,0,,,strict_backbone
武汉联席会议,0,6,3,1,,,strict_backbone
抗日救国后援会,1,4,4,0,,,strict_backbone
追悼大会筹备,0,1,1,0,,,strict_backbone
攸县农民运动研究所,0,1,1,0,,,strict_backbone
克服右倾思想加强剿匪,0,1,0,0,,,context_only
秘密翻译《资本论》,0,3,0,0,,,context_only
挺进滇中,1,2,2,0,,,strict_backbone
顺庆事变,1,3,3,0,,,strict_backbone
砸碎德政碑事件,0,3,0,1,,,context_only
都坪防堵截击,0,4,3,0,,,strict_backbone
七·一四晚会,0,5,0,0,,,context_only
遵义城战役,0,6,2,1,,,strict_backbone
锦屏和平解放,0,4,4,0,,,strict_backbone
掩护转移同志与传递《挺进报》,0,6,0,1,,,context_only
二、四方面军会师,0,2,2,0,,,strict_backbone
第二次全县工农兵代表大会,0,1,1,0,,,strict_backbone
战略撤退与收复,0,3,3,0,,,strict_backbone
群众示威活动,0,1,0,0,,,context_only
全国国民会议促成会,1,1,1,0,,,strict_backbone
春节武装起义,0,3,2,0,,,strict_backbone
情报泄露,0,3,1,0,,,strict_backbone
伪组织健全,0,1,0,0,,,context_only
川南爱国基金运动,0,3,1,0,,,strict_backbone
莱芜战役,0,6,2,0,,,strict_backbone
两湖问题,0,2,2,0,,,strict_backbone
乐安中心县委事件,0,4,0,0,,,context_only
渡江战役后江南追击战,0,23,9,0,,,strict_backbone
便衣队成立,0,1,0,0,,,context_only
红四军第二次收编阵地北撤,0,2,2,0,,,strict_backbone
递送密信行动,0,2,2,0,,,strict_backbone
两淮保卫战,0,8,2,1,,,strict_backbone
中国无线电公司工人斗争,0,2,2,0,,,strict_backbone
贵阳学联骨干被捕事件,0,2,0,0,,,context_only
吃大户斗争,0,14,8,1,,,strict_backbone
国共合作抗日民族统一战线形成,0,3,1,0,,,strict_backbone
新四军五支队撤退事件,0,1,0,0,,,context_only
同乡会,0,2,2,0,,,strict_backbone
韶山建党活动,0,3,1,0,,,strict_backbone
武汉‘一二九’运动,1,3,3,0,,,strict_backbone
第四次清剿,0,3,1,0,,,strict_backbone
暑期党务训练班,0,3,1,1,,,strict_backbone
《土地法大纲》等文献刻印,0,3,0,0,,,context_only
武阳巷港战斗,0,3,0,0,,,context_only
除奸行动,0,1,1,0,,,strict_backbone
县委改造,0,3,1,0,,,strict_backbone
反对党内不良倾向斗争,0,1,1,0,,,strict_backbone
反攻连,0,3,0,0,,,context_only
南昌占领,0,3,0,0,,,context_only
侦察连扩红活动,0,4,2,0,,,strict_backbone
蓝田第二次解放,0,1,0,0,,,context_only
新民主主义工作小组,1,2,2,0,,,strict_backbone
学抗会,0,18,0,1,,,context_only
江西土改运动,0,1,1,0,,,strict_backbone
锦屏县人民政府成立,0,2,0,0,,,context_only
土地重新分配,1,8,2,1,,,strict_backbone
解放亳城,0,2,2,0,,,strict_backbone
1946年政治协商会议,0,3,0,0,,,context_only
马家店船民改造水轮船,0,3,0,0,,,context_only
民先队抗日救亡工作,0,5,0,0,,,context_only
王桥战斗,1,5,3,0,,,strict_backbone
徐州学生运动,0,4,4,0,,,strict_backbone
中共湘鄂西中央分局会议,0,3,0,0,,,context_only
汉口紧急会议,0,3,3,0,,,strict_backbone
郎岱“三·三”暴动牺牲人员,0,1,0,0,,,context_only
马桑箐阻击战,0,3,0,0,,,context_only
扩大打击面检讨,0,3,0,0,,,context_only
湘鄂赣省第二次党员代表大会,0,6,0,3,,,context_only
宣威学生运动,0,6,2,1,,,strict_backbone
高虎垴战斗,0,3,0,0,,,context_only
召开群众大会,0,2,0,0,,,context_only
滇军起义,0,2,0,0,,,context_only
任命人民委员及颁布第二号布告,0,2,0,0,,,context_only
盘县椿寨起义,0,2,2,0,,,strict_backbone
重庆工人示威游行,0,3,0,0,,,context_only
云贵川三省革命战争,0,9,3,1,,,strict_backbone
反贪污、算旧帐运动,0,0,0,0,,,isolated
游太辟击队,0,3,0,0,,,context_only
黄安县城战斗,0,3,1,2,,,strict_backbone
扩军竞赛/春季冲锋,0,1,1,0,,,strict_backbone
武昌戈甲营事件,0,2,2,0,,,strict_backbone
南京兵士暴动,0,3,1,0,,,strict_backbone
永新战役,0,2,2,0,,,strict_backbone
暴动区划分方案,0,3,0,0,,,context_only
谢家渡战斗,1,17,11,0,,,strict_backbone
湖口起义,2,2,2,0,,,strict_backbone
聂继熙匪部,0,3,0,0,,,context_only
北乡农民游击队暴动,3,3,3,0,,,strict_backbone
杭州工人起义,0,3,0,0,,,context_only
抗日群众组织,0,3,1,0,,,strict_backbone
浸米塘伏击战,0,3,0,0,,,context_only
突围/打土豪/被俘,0,7,0,0,,,context_only
西南联大示威游行,0,3,0,1,,,context_only
匪区活动与袭击,0,1,0,0,,,context_only
八七会议,23,398,135,4,1949-01-01,1949-12-31,strict_backbone
攻打猫云乡公所,0,3,2,0,,,strict_backbone
破坏战略桥梁,1,3,1,0,,,strict_backbone
反对推派斗争,0,1,0,0,,,context_only
《江浙农民的痛苦及其反抗运动》,0,3,0,0,,,context_only
防御与反击,0,4,3,0,,,strict_backbone
遂宁吉祥寺事变,0,1,0,0,,,context_only
火线喊话,0,1,0,0,,,context_only
镇远抗日救亡运动,0,4,3,0,,,strict_backbone
打圈子战斗,5,6,6,0,,,strict_backbone
农抗会/工抗会,0,0,0,0,,,isolated
师宗独立大队扩建,2,2,2,0,,,strict_backbone
黄口暴动分工,0,3,0,0,,,context_only
钟山乡斗争,0,3,0,0,,,context_only
反清乡会议,0,2,0,0,,,context_only
妇慰支会,0,5,3,0,,,strict_backbone
井冈山会师,4,59,17,1,,,strict_backbone
南昌起义、秋收起义,0,0,0,0,,,isolated
三一八惨案,0,6,0,0,,,context_only
文昌宫小学惨案,0,6,1,0,,,strict_backbone
三三命惨案,0,1,0,0,,,context_only
减租减息、精兵简政、三冬运动,0,0,0,0,,,isolated
邓圩战斗,0,1,0,0,,,context_only
抗日反蒋斗争,0,5,4,0,,,strict_backbone
武工队缴枪行动,0,6,4,0,,,strict_backbone
涟水县工农青妇儿童组织及民兵,0,1,1,0,,,strict_backbone
毕节县白石岩常委分工会议,0,3,1,0,,,strict_backbone
三二三惨案,0,2,0,0,,,context_only
南皋战斗,0,3,0,1,,,context_only
民运训练班,0,3,0,0,,,context_only
中共广西省委第二次党代表大会,0,1,0,0,,,context_only
建社思想动态,0,3,1,0,,,strict_backbone
安源工人大罢工,0,4,0,0,,,context_only
川陕省妇女代表大会,0,1,0,0,,,context_only
三反五反总结,0,3,0,1,,,context_only
农民减租互助会,0,3,1,0,,,strict_backbone
长征行军,0,3,0,0,,,context_only
二刘大战,2,4,4,0,,,strict_backbone
湘江渡江战役,0,3,0,0,,,context_only
坚持斗争/配合主力,0,1,0,0,,,context_only
锄奸队,1,4,2,0,,,strict_backbone
云纺护厂队,0,1,0,0,,,context_only
马茂战斗,0,5,2,0,,,strict_backbone
组织农民打土豪,0,3,0,0,,,context_only
马厂反击战,0,5,3,1,,,strict_backbone
白区退却终点设想,0,3,0,0,,,context_only
攸县苏区开辟,0,5,5,0,,,strict_backbone
鸭池河战斗,0,6,4,0,,,strict_backbone
罗英屯交兵,0,3,3,0,,,strict_backbone
鸡场保卫战,0,3,0,0,,,context_only
攸县妇女联合会,0,1,0,0,,,context_only
宿县南关地区农民协会成立,0,2,0,0,,,context_only
羊场坝航发厂党小组,1,1,1,0,,,strict_backbone
民盟昆明分会,0,3,1,0,,,strict_backbone
贸易局成立,0,3,0,0,,,context_only
九河签字与游击战争结束,0,5,5,0,,,strict_backbone
五佛岭阻击战,0,26,18,0,,,strict_backbone
高河埠暴动,1,17,6,1,1928-01-01,1928-12-31,strict_backbone
黔东根据地斗争,0,1,1,0,,,strict_backbone
揭露继常被害真相,0,2,1,0,,,strict_backbone
游击战争运动,0,1,0,0,,,context_only
迎接野战军入滇过境,0,3,1,1,,,strict_backbone
收音站建立,0,2,0,0,,,context_only
剿匪区域,0,1,0,0,,,context_only
抗击日寇扫荡,0,3,0,0,,,context_only
京汉铁路工人举行大罢工,1,3,1,1,,,strict_backbone
六安黄烟工人罢工,2,2,2,0,,,strict_backbone
六二学潮,0,5,0,0,,,context_only
对敌经济斗争,0,3,0,0,,,context_only
提高农民文化水平与筹粮筹款,0,1,1,0,,,strict_backbone
进军西南解放四川行动,2,8,4,0,,,strict_backbone
中大附中进步学生运动,0,3,3,0,1946-01-01,1948-12-31,strict_backbone
九江战役,0,2,2,0,,,strict_backbone
刘钧部起义,0,5,0,0,,,context_only
陈绍旗,0,1,0,0,,,context_only
水口山工人大罢工,1,10,6,0,,,strict_backbone
京沪线进军,0,5,2,0,,,strict_backbone
红军动员事件,0,5,0,0,,,context_only
中共青中执委会第一次会议,0,5,3,0,,,strict_backbone
京山反动派斗争,0,3,0,0,,,context_only
政权,0,4,0,0,,,context_only
浮桥架设,0,5,3,0,,,strict_backbone
解放大西南战役,0,10,4,0,,,strict_backbone
北满抗日义勇军,0,2,1,0,,,strict_backbone
驱逐反动省长赵恒惕活动,2,2,2,0,,,strict_backbone
镇远专区土地改革运动,0,2,2,0,,,strict_backbone
淮北刘老庄战斗,0,1,1,0,,,strict_backbone
贵阳进步文艺运动,0,1,1,0,,,strict_backbone
南昌各校学生请愿斗争,1,6,2,0,,,strict_backbone
扩红宣传,1,6,2,0,,,strict_backbone
分散作战指示,0,5,0,0,,,context_only
建立地方武装,1,9,3,0,,,strict_backbone
岩孔乡反动势力活动,0,6,0,0,,,context_only
湄潭县人民政府成立,2,6,4,0,,,strict_backbone
剿匪,7,35,19,1,,,strict_backbone
筹办支前物资/拦截残匪,0,1,1,0,,,strict_backbone
发展游击战争,0,8,3,1,,,strict_backbone
开新华书店,0,5,2,0,,,strict_backbone
左翼文学运动,0,5,2,0,,,strict_backbone
草家港会议,0,3,1,0,,,strict_backbone
洪湖中心杀戮土劣计划,0,2,0,0,,,context_only
武汉示威游行,0,3,0,0,,,context_only
土改试点,2,20,7,0,,,strict_backbone
突破封锁线与抗日宣传,0,3,0,0,,,context_only
华东地区工作方针,0,2,2,0,,,strict_backbone
扩建校舍接收炼油厂,0,2,1,0,,,strict_backbone
包座战役,1,11,4,0,,,strict_backbone
地主恶霸武装暴动,0,3,1,0,,,strict_backbone
盘山合围第二阶段,0,2,0,0,,,context_only
抗暴斗争/矛头转向民族败类与国民党,0,2,1,0,,,strict_backbone
进步书刊传播,1,2,1,0,,,strict_backbone
中州谈判,0,1,1,0,,,strict_backbone
慰问伤员,0,3,0,0,,,context_only
破洞攻坚战,0,3,1,0,,,strict_backbone
毛泽东考察宋桥县城,0,2,2,0,,,strict_backbone
广安观阁起义,0,5,2,0,,,strict_backbone
西进行动,0,15,6,1,,,strict_backbone
王明‘左’倾错误路线,0,4,1,0,,,strict_backbone
土城一战,0,3,0,0,,,context_only
平稳物价,0,5,4,0,,,strict_backbone
人民公审大会,0,6,1,0,,,strict_backbone
解放贵阳,2,17,6,0,1949-11-15,1949-11-15,strict_backbone
接管政权宣传,0,3,1,0,,,strict_backbone
中共豫鄂三地委城工部在武汉的斗争,0,2,2,1,,,strict_backbone
丰都县城厢学生救亡工作团,0,3,0,0,,,context_only
瓦解敌军工作,0,3,1,0,,,strict_backbone
夺印斗争,0,2,0,1,,,context_only
苏南交通管理局,1,3,1,1,,,strict_backbone
丽江妇女运动,0,1,1,0,,,strict_backbone
地下党员斗争,0,2,0,0,,,context_only
一·二五运动,1,19,9,0,,,strict_backbone
车桥大捷,0,3,0,0,,,context_only
四连担任后卫掩护,2,2,2,0,,,strict_backbone
社会主义改造高潮,0,3,1,0,,,strict_backbone
铜仁地区干部大队,0,3,0,0,,,context_only
南昌青年互助社,0,2,2,0,,,strict_backbone
武工队建立与起义,0,5,3,1,,,strict_backbone
兵变,1,34,14,2,,,strict_backbone
米贵案,0,1,0,0,,,context_only
渡江战斗,0,17,9,0,,,strict_backbone
护国起义,0,2,2,0,,,strict_backbone
编印《党史资料汇编》,0,4,1,0,,,strict_backbone
抗捐誓师大会,0,1,0,0,,,context_only
党的政策宣传,1,3,1,0,,,strict_backbone
马家园战斗,0,10,5,1,,,strict_backbone
川西职工运动,0,2,2,0,,,strict_backbone
羊岔街会议,0,1,0,0,,,context_only
二七会议,7,28,12,0,,,strict_backbone
青沪惨案雪耻分会,0,2,0,0,,,context_only
红军便衣队员行动,0,3,0,0,,,context_only
突围战,0,2,0,0,,,context_only
肃清残匪,0,6,2,0,,,strict_backbone
土改工作队分队长会议,0,2,2,0,,,strict_backbone
安徽讨贼军通电,1,2,2,0,,,strict_backbone
瑞金事件,0,6,0,0,,,context_only
阅读进步书籍/讲述大革命,0,1,0,0,,,context_only
罗云洲土地会暴动,0,2,2,0,1936-01-01,1936-12-31,strict_backbone
保卫解放区粉碎国民党进攻,0,3,0,0,,,context_only
解放云南,0,8,4,0,,,strict_backbone
五二错运动,0,1,0,0,,,context_only
大跃进运动,0,3,0,0,,,context_only
三界各界人民大会,0,6,1,0,,,strict_backbone
打郴州,0,3,0,0,,,context_only
铁路工作,0,3,1,0,,,strict_backbone
滇南武装斗争,0,7,4,0,,,strict_backbone
起义空军,0,1,1,0,,,strict_backbone
江西民权运动大同,0,3,0,0,,,context_only
安居堂事件,0,3,0,0,,,context_only
接待翻译/宣传抗日政策/护送,0,1,1,0,,,strict_backbone
农村基层选举,0,3,0,0,,,context_only
滇东北地下工作会议,0,2,1,0,,,strict_backbone
东征行动/湘鄂川黔苏区反围剿,0,0,0,0,,,isolated
忠县防护民团,0,3,0,0,,,context_only
红军剿匪行动,0,5,0,1,,,context_only
关岭平衡,1,3,1,0,,,strict_backbone
奔袭秋浦,0,5,2,0,,,strict_backbone
政治动员,0,8,3,0,,,strict_backbone
大田畈战斗,0,3,1,1,,,strict_backbone
太宿平(淡竹平)包围战,0,3,0,0,,,context_only
三七事件,1,4,4,1,1947-01-01,1947-12-31,strict_backbone
地方军事会议,0,1,0,0,,,context_only
抢米风潮,0,2,2,0,,,strict_backbone
配合人民解放战争,0,1,1,0,,,strict_backbone
王家沱日租界收回斗争,0,6,6,1,1931-01-01,1932-12-31,strict_backbone
苗族自卫队,0,6,1,1,,,strict_backbone
禁止集会游行,0,3,0,0,,,context_only
纺纱织布,1,1,1,0,,,strict_backbone
武汉解放前夕策反行动,0,3,0,0,,,context_only
