主体ID,主体名,主体类型,谓词,客体ID,客体名,客体类型,省份,时间
IENT-f59a6c8f7bf172ac506c9cb4,李超时,Person,comrade_of,IENT-a3668dc276e4ad48249bf9e4,宋绮云,Person,,
IENT-869f70c54eafbca52bb1672a,李经世,Person,responsible_for,IENT-1b242a4d4c1e142907e93ec7,武汉警察司令部机关,Place,,
IENT-5243915996a726972ba2235c,溧高县委,Organization,led,IENT-2f8a47b55b4bc3c9ab9f6401,溧高县政府,Organization,,
IENT-25626cc481796d77c77ebb1b,刘光万,Person,led,IENT-a0c081e2b265fe6fe6cfc78b,万安暴动,Event,,
IENT-b1a9d2cce37ca771427a2258,关向应,Person,active_at,IENT-cabd095c21bd692a9952cf20,沅水,Place,,
IENT-b3670a9669840cf26e09a78a,王首道,Person,participated_in,IENT-e8cca33ce95890bfdd5e0d1d,平江暴动,Event,,
IENT-e2db54da307e5817f2df4b4f,义勇总队,Organization,carried_out,IENT-0882d291dc68b90703908d40,戒严任务,Event,,
IENT-780597ac47d45810da306674,李简,Person,worked_at,IENT-3ae3d5670d95414a3ea736cc,立德寺小学,Institution,,
IENT-b5ec3cb7514d5783e6817cc7,刘仲任,Person,active_at,IENT-dca11650913f3d76351b6dc0,莫溪,Place,,
IENT-bf8cf5006040722150c2afdd,反共联防委员会,Organization,active_at,IENT-cac4a23f3043e534974dc36a,锦屏,Place,,
IENT-c4b9a2127e6a4bc2b6005d81,张懋衡,Person,opposed,IENT-c5bb7c97c0061635dc007d8a,赵光斗,Person,,
IENT-273ff889605a96c62349f042,四川省委,Organization,member_of,IENT-6944f0bfbd330968e81abd18,忠县县委,Organization,,
IENT-ba6de0c91e33cad9ced105e2,范敬章,Person,participated_in,IENT-c7d32241905e116826a080ef,黄果树争夺战,Event,贵州省,
IENT-27f94a0846c8a74f373c3bdb,红九军团,Organization,active_at,IENT-f91294e9d6a8653e89e52605,毕节,Place,,
IENT-b17bcf1443b71c007049f1a7,何之光,Person,opposed,IENT-72ca393f73c642869ffd8dd9,张式之,Person,,
IENT-a5365cb2adaebdc1ec880149,贺龙,Person,active_at,IENT-a26a3ae420a2fd13a739b8a1,镇西卫,Place,,
IENT-7f88e5a17088bad386964804,冯任,Person,organized,IENT-a0ef1fe6f5ae5e7a4691a8dc,江西海员工会,Organization,,
IENT-5f3911090692c4a028d959eb,三支队九大队,Organization,stationed_at,IENT-336bccc4a0ade8e767e203a6,陆良龙海山区,Place,,
ITOPIC-59df6877a3d87ad725addf77,安源精神,Spirit,has_value_facet,ITOPIC-dc27fb3d121a2b8110f67a43,敢为人先,ValueFacet,,
IENT-afbfa8d84e342ec69b826e50,红四军前委,Organization,guided,IENT-ced2ff9167eb4cd086d1e43d,赣西南特委,Organization,,
IENT-ae206d7f72e8d1adbfb534cb,方吉清,Person,active_at,IENT-99320898b1932137f8d34d95,陆良马军堡,Place,,
IENT-53dcb13a53a0bf4950ec2186,陈原,Person,led,IENT-6b952797257fc2d15dc002b3,孩子剧团,Organization,,
IENT-5f367ca744a93f29000806a6,红军,Organization,participated_in,IENT-43dd3a8d642c1551e0f51566,十万坪战斗,Event,,
IENT-8882c4cae059b3805face5f3,陈远荣,Person,active_at,IENTREPAIR-1a021ef92cace17487ebac93,蓬溪,AdministrativeRegion,,
IENT-0593116b45dfd61f90996fab,三支队,Organization,active_at,IENT-88da7cb82ef3378ca7f085db,普冲区,Place,,
IENT-67d80793e86a809882a80d2a,红六军团,Organization,participated_in,IENT-8cadd8e053df6f312dd95b6e,过金沙江,Event,,
IENT-2210808f4e6423aa0ce308d0,七支队,Organization,participated_in,IENT-179a0ba25366b90461386ccc,西昌战役,Event,云南省,1945-08-16
IENT-8f621b0ae0a800c92c50e44c,王世英,Person,captured,IENT-b108e382a4295df4e2a2183f,工厂,Place,,
IENT-c43f553ccd5ecbedfbc94092,董希白,Person,active_at,IENT-cb2036baafaad3e0cacbe68d,苏中/东台城,Place,,
IENT-045cd3fe1541c6c527c899bf,李钜伦,Person,participated_in,IENT-d72c2da5878c832d766d3f61,西江暴动,Event,,
IENT-605b4c06e00c4363e2b55124,幸常嘉,Person,responsible_for,IENT-cbc3298e442be309be82a473,明月地区党组织发展,Organization,,
IENT-8dd9a29917f1b81c9f22dcdf,罗永禧,Person,member_of,IENT-f9ced34afa72dea747526206,三区农民协会,Organization,,
IENT-26ad550099f292b7aafe1db1,周逸群,Person,held_position_in,IENT-e1c92ef8e90b067e6ce3cd08,红二军团,Organization,,
IENT-5dfbd461de71e6f1ce3612e8,李立三,Person,led,IENT-7083318e72bfa527f55c9f99,安源路矿工人大罢工,Event,,
IENT-8bc3f16178d71f1a98fc6c13,邓华,Person,captured,IENT-6c5c8a25ce4127ceab4c8fc2,紫云,Place,,
IENT-cd173839176c9bc68fbbc5b8,云集中心地下党支部,Organization,organized,IENT-f4e6f6a93f363a48d4f7a3fc,分粮活动,Event,,
IENT-882873725f77d2cebf8b470a,徐彦刚,Person,led,IENT-41197f0b4a1d648ce455fb47,红十六师,Organization,,
IENT-0fe36a00abe626395a7d95ed,陈荫林,Person,participated_in,IENT-646a403a39d95bab23fd8e1b,湖北农民运动,Event,,
IENT-67d80793e86a809882a80d2a,红六军团,Organization,stationed_at,IENT-a130cfefd7094c0b80117812,湘鄂西,Place,,
IENT-7f88e5a17088bad386964804,冯任,Person,active_at,IENTREPAIR-6b672faccafd03fe627b6fcd,景德镇,AdministrativeRegion,,
IENT-5e5547a12287abdd0322fdb9,易天非,Person,led,IENT-928f7f11b9658da5bd299533,株洲区委,Organization,,1929-01-01
ITOPIC-49913222588e748022708432,淠史杭精神,Spirit,has_value_facet,ITOPIC-bef5ea62d08a25fb82d8ffb7,牺牲奉献,ValueFacet,,
IENT-895a546a6e35cbf86051d4de,余来,Person,led,IENT-23182ac44d09239f9128792d,中共攸县支部,Organization,湖南省,
IENT-b31ade2c9956993130de6e79,叶绍奎,Person,led,IENT-323812442fcfc0dec5a5cb49,贵州游击队,Organization,,
IENT-50690f9968ba622fd0b464d7,陈佑魁,Person,led,IENT-ad20f485f51f57674a15f06d,湖南二十四县暴动,Event,湖南省,
IENT-193526a39e1aea0b891b2641,邓世超,Person,supported,IENT-f1b77887214ce1a2253db4f2,叶镜澄,Person,,
IENT-53cce6ebd22fc076793f4487,范增荣,Person,organized,IENT-89ea35f686fb769474ce1dca,昆明北郊农民翻身会,Event,,
IENT-2ad53984a70f71a19be24e15,梁文焕,Person,created,IENT-9ac4533473531f23116ce9f7,船运工会,Organization,,
IENT-1d97d5296e4ed9c5d28abb8e,周恩来,Person,guided,IENT-c5e2a37cbe7e436b747db399,郭沫若,Person,,
IENT-6dd8d9740903e1f6e9cf030b,肖芳,Person,active_at,IENT-c20ece7ddd394c2dc3986aea,冷水沟,Place,,
IENT-49ca671ff140064add4ae1c8,苏皖支队,Organization,active_at,IENT-2e6cc0877a9904f77570ec6a,江当溧三县,Place,,
IENT-507149af5eaf69dae53a6a61,邵式平,Person,led,IENT-4da0f096dfca7f2c43caaddd,弋横暴动,Event,,1927-12-01
IENT-924060e6c31ac2a3e9f8fe79,新四军第二支队四团特务连,Organization,active_at,IENT-b111ee737d70ee0e12bc7991,溧水北牌楼村,Place,,
IENT-1d97d5296e4ed9c5d28abb8e,周恩来,Person,active_at,IENT-7d0b32f7340ab8551c33205d,重庆红岩窑,Place,,
IENT-2645bcb875604305708c1a74,万伯菊,Person,died_at,IENTREPAIR-0e6970ff902ae5ccdba5fcba,江西,AdministrativeRegion,,
IENT-30252c25c8c9292fd2cb6c6e,侯绍裘,Person,led,IENT-d6251950af3eca404f34f806,中共苏州独立支部,Organization,,
IENT-773346ac75c58fe8980cb68a,孙太甲,Person,organized,IENT-f40492692eb451dac04433bb,云南人民讨蒋自救军第1纵队独立大队,Organization,,
IENT-372d03b49a634abc084d37a3,云南地下党,Organization,supported,IENT-5d9af4091594a96e15def8b4,云南游击战争,Event,,
IENT-0d73b177ea970ae1d063fa3f,粟裕,Person,commanded,IENT-e25c3bd284f401723c0fa5e6,渡江作战,Event,,
IENT-1ec00a6a85db1f34064ce474,唐固,Person,recruited,IENT-6385665e3517bc913d2542b6,付怡如,Person,,
IENT-a39dabccf5bb620bf3507406,荆当远中心县委,Organization,active_at,IENT-e108c2a6ba8d5e617eda237b,指山坪,Place,,
IENT-cf8984138d5962879c532e70,潘文华部队,Organization,stationed_at,IENT-20b53f9f8722362f1a86c1fb,黔江,Place,,
IENT-0f89a1443a59f4b40271bba3,舒默衣,Person,active_at,IENT-3add323e6804f34c5c5ca7ce,杨家坪,Place,,
IENT-72f06f643b818f813048a0aa,李烈钧,Person,organized,IENT-cbf8371d533fa30da54f1f6c,赣东省政府,Organization,江西省,
IENT-8e7d33c9647c4f69933d4223,反对形式主义,Spirit,embodied_in_event,IENT-16c530ba889126fff79853a0,宣传工作改进,Event,,
IENT-ea85df1d44225264115ce39b,喻忠诚,Person,held_position_in,IENT-e86fbede9aae9e348ab1c9c9,成立速安支队,Organization,,
IENT-4fdf1a02f0e26f872e3e5477,李长青,Person,organized,IENT-0afb819eceb82b873d93ea58,青年读书会,Organization,,
ITOPIC-e2d5f3617995dd51ef3143b5,聂荣臻精神,Spirit,has_value_facet,ITOPIC-bb003b31209af891d0777a80,勤政为民,ValueFacet,,
IENT-51ac2705c7d3a060d9d4220e,熊慕弼,Person,member_of,IENT-9a94a88a33efd2c5959bd355,中共宜都县委,Organization,,
IENT-fba8c7b0019627c8d2fe90e3,张汇滔,Person,organized,IENT-4874059e3fdfcede450e9139,信义会,Event,,
IENT-723fd4da68fc248c5f15a2f4,包和麟,Person,participated_in,IENT-663ad89c8bf4a8582510116e,解放台江斗争,Event,贵州省,1949-01-01
IENT-76f10866bf997b39d5dad38e,李立夫,Person,active_at,IENT-d0493cab9102f1eb1e4be11b,南昌,Place,,
IENT-089af2a3eddd5de448015944,保五旅,Organization,supported,IENT-e25c3bd284f401723c0fa5e6,渡江作战,Event,,
IENT-97851b83bfc59ac2878e460a,淮北苏皖边区党委,Organization,dispatched,IENT-32b5fd150f1b00474e9935bf,廖莹之,Person,,
IENT-4c7273557bcfc03bfe9f5e53,宋大勋,Person,organized,IENT-790797a02e85ea56d9679299,吉安青年学会,Organization,,
IENT-eae6f32e19f2d3b229532825,中共剑河县工作委员会,Organization,opposed,IENT-3b02c9d9851ada7aaf4cfede,陈开明,Person,,
ITOPIC-016816d0485f4fc0792fa561,王若飞精神,Spirit,has_value_facet,ITOPIC-e97799547ffd21ac8c1b4613,坚持真理,ValueFacet,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,led,IENT-0673dd33322e0c1d53c6d250,反对党八股运动,Event,,1942-01-01
IENT-f466d22d53f28b02213a02e6,张挹骞,Person,member_of,IENT-ff79988e8166b392c40db113,中共威远县特支委员会,Organization,,
ITOPIC-387ac0fba6cd26f96fad291b,放下你的鞭子,CreativeWork,mentioned_in,ITOPIC-7a7dedbbafa09656e984a2a8,毕节地区党史资料丛书 26 龙腾乌蒙山 潮涌黔西北_13404493,Document,,
IENT-49a51a22339a8e29a08b90c9,邱陇良,Person,contacted,IENT-fe3edf1053a789ec4ad9380c,吴忠亚,Person,,
IENT-0ccb4ebfc4ea5443ba29dfc7,高朝良,Person,led,IENT-6ce509a6d50101d3a03c5587,元南大队,Organization,云南省,
IENT-19fc7f9a4dba9968793b0e5f,陶钢,Person,held_position_in,IENT-72cbab6aa5d7844e6fe4e2a1,中共休宁县委,Organization,安徽省,
IENT-157a25abe279b1d62578b231,蔡天真,Person,participated_in,IENT-d7471afb888130b1b0265d1d,镇压反革命运动,Event,,
IENT-eb73af9c3126c75a4403cb55,周兴仁,Person,organized,IENT-a6ef84150ca2787ee7e23b45,中华民族解放先锋队贵州省地方部队,Organization,贵州省,1945-08-16
IENT-709b1ab6e8f494b6bc7e67a6,罗平地下党,Organization,organized,IENT-aa4671a14b5bf055b2dded27,罗平中学校友会,Institution,,
IENT-b8320ca6faedd4528918cf1d,李荣宗,Person,led,IENT-d09d8e4cff0fe180e42a45e8,西山游击大队,Event,云南省,
IENT-7bb044f662936b5df020a041,罗铭元,Person,member_of,IENT-41ddfcdb89724fdc61834376,遂宁中心县委,Organization,,
IENT-cd60261d0a6d9b8c58dd6135,二渡赤水,Event,occurred_at,IENT-cecb111a3b6b0b1ef5a0d6d5,乌江,Place,,
IENT-f89911154c1cecc5f1c39dbb,县委,Organization,guided,IENT-e1eaf111291b269f5cbf7d87,抗丁斗争,Event,,
IENT-ea617457be65be57305690c2,马卓然,Person,active_at,IENTREPAIR-6a6b58a1a9a41a8b0aa797b8,南京,AdministrativeRegion,,
IENT-220a12f9f9a52f39c1720d3d,朱务平,Person,died_at,IENT-fdddea9be2ddc4b03fc208eb,南京雨花台,Place,,
IENT-f84bab8745800b98941f696f,减租减息运动,Event,occurred_at,IENT-0d6c82b2197bd67abf2cf180,泗五灵凤县,Place,,
IENT-e66351290732cc833675178a,赣东北特委,Organization,member_of,IENT-0bc3064d7cf2bcd631a5e5e1,横峰中心县委,Organization,,
IENT-3bb003147d58f450dd4a8e6e,许世友,Person,participated_in,IENT-0d7d27412c274ed705bc711d,万源保卫战,Event,,
IENT-80f566ece3e6d5edabffdf33,六师,Organization,captured,IENT-2b0486a9a4a8cb1018734efb,黔西县城,Place,,
IENT-2919e6079108289e98ba0865,刘卓三,Person,worked_at,IENT-218b91f429a2df10adccee4d,参山镇,Place,,
IENT-8567c9b4d385357fdf20dae6,曹曙中,Person,active_at,IENT-24480e4819a3ecc78189b4ba,中峰地区,Place,,
IENTREPAIR-6645139f6c2c76b1479f0cfc,赵淑群,Person,active_at,IENT-9d3029c20433b0d459abf15f,南溪县,Place,,
IENT-6a9b4fc9d1b40e16232bb803,曹广海,Person,led,IENT-ff60342c1b38505f4a0dd4ac,火攻,Event,,
IENT-ce80941abbe68f83071fd5c8,余本芳,Person,participated_in,IENT-fff10d4041fc2deaf4faed11,‘四·一’血案后援联合会,Event,,
IENT-8b266ad74b684a7144bcb953,周锡禄,Person,active_at,IENT-00fcee1cf88901741281181d,北碚印刷厂,Place,,
IENT-5dfbd461de71e6f1ce3612e8,李立三,Person,participated_in,IENT-1336a8569bff58b2f8609d5d,八七会议,Event,,
IENT-d4429e4772eea3d30cc3628d,中共江西省委,Organization,led,IENT-c207b2e74d63b9128f0ce80c,万安农民暴动,Event,江西省,
IENT-1ae3c8917dfaa4654ab03494,蔡叔厚,Person,active_at,IENT-30b6eac07b5c8d611644df4f,曾家岩,Place,,
IENT-af6235319a565b4e5b5de25c,邱明,Person,participated_in,IENT-78dba6a3db8255bd6bb3a0ab,昆明七·一五事件,Event,云南省,1948-01-01
IENT-aedd030401370cef62e43d5a,大革命浪潮,Event,influenced,IENT-7dbd896aa5445bf7d9318e4f,陈独秀,Person,,1924-01-01
IENT-430496c64fed94531ca26383,湖北和平运动,Event,occurred_at,IENT-3a7c8c52104629d1ef7cac60,湖北省,Place,,
IENT-52af565ce9a21e687c8b1195,陈楚,Person,held_position_in,IENT-a7f8790c801d6a10406b3325,湘西工委,Organization,湖南省,
IENT-3a9f64a64707d2fd52244fdc,干素,Person,active_at,IENT-78b1cbdad5b9da7e6fe4cce6,川西,Place,,
IENT-8a16f876bc3b17543769351c,刘昆府,Person,led,IENT-448cef2cebc2cb0e4b98ea72,滇西南反蒋斗争,Event,,
ITOPIC-9e9b308437543af68c052d57,夹金山精神,Spirit,has_value_facet,ITOPIC-108d600cd7a2a607bb370233,团结互助,ValueFacet,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,guided,IENT-f3a5a1350e41865e01e20c9c,整风运动,Event,,
IENT-1cebf702086e71a2dd182108,万敬修,Person,supported,IENT-65fab86f32a1740d00198bd3,贾竟华,Person,,
IENT-36f86b4fcc8bbe54b23b7071,龙正权,Person,supported,IENT-67d80793e86a809882a80d2a,红六军团,Organization,,
IENT-5fe7a5d8d441bb93882c1b84,罗梓铭,Person,active_at,IENT-bdb5ac7857178d7e5a35a581,平江嘉义镇,Place,,
IENT-900fee3eea0dc1ed83211bea,云南军区宜良军分区,Organization,active_at,IENT-d143d9e1c7eea803c5b2525e,师宗县,Place,,
IENT-efccad5add2dbcffdd3fbaed,周绍溪,Person,participated_in,IENT-0e312f35ad03437234c02f43,武装抗捐斗争,Event,,
IENT-755456cd676d0c94d87610ef,乔光鉴,Person,colleague_of,IENT-480bc5a22eafa85e11e71ee5,高言志,Person,,
IENT-dcca1220900542e88cc32a1c,马叙伦,Person,member_of,IENT-9653526e4ef47db0214462dd,中国民主促进会,Organization,,
IENT-a387302bcd547ca2478ddfc4,廖贞林,Person,held_position_in,IENT-e61229cd3dcf1d2261e57cf3,横峰县苏维埃土地委员会,Organization,,
IENT-b87b80deb841b7a5530bca7f,十六旅,Organization,stationed_at,IENT-a818cc09b8cbca6298986476,溧水地区,Place,江苏省,1937-07-07
IENT-8bcb463cba7505bb0d5e2ab6,方志敏,Person,led,IENT-ef07ae2c08dd222b19b6d1db,客头会议,Event,,
IENT-4c945fbbad8ad026a4bb0ab1,永胜县工委,Organization,organized,IENT-e0f7de85854534287fc029ce,滇西武装斗争,Event,云南省,1940-01-01
ITOPIC-051dbad1d8facc257a8c7108,张桂梅精神,Spirit,has_value_facet,ITOPIC-7b96b611a271274abe46b5ed,爱生如子,ValueFacet,,
IENT-77f99f5da13705a1504e0a04,江汉军区城工部贵州支部,Organization,active_at,IENT-3847d6423b925176aef102ac,兴义,Place,,
IENT-0aa2288a8b17a655bf973ade,蒋程高,Person,organized,IENT-a47e3804850fe269cebae29b,育光球队,Organization,,
IENT-b5859d6aecf6adfe81abb60c,罗炳辉,Person,active_at,ITOPIC-581afa236679c6868842bd89,汉口,AdministrativeRegion,,
IENT-510d4b702759183d06bd619b,次瞻,Person,active_at,IENT-cdb7e6740e9949e5589a331d,思南县,Place,,
IENT-b9edef7660c126f9a1ee1bbc,红四军,Organization,captured,IENTREPAIR-547803ee92d6c2dce4825e24,大余,AdministrativeRegion,,
IENT-565f7aa5ab178e1d5a983d3e,九七示威,Event,occurred_at,IENTREPAIR-09feebbf7c8e912751abb1bc,上海,AdministrativeRegion,,
IENT-91994fc11fe97799993ef652,红一军团,Organization,participated_in,IENT-acc84fcd69b5331824676162,进攻樟树,Event,,
IENT-eaa1d91dc22ea5ecdfc31b38,李家庆,Person,active_at,IENTREPAIR-3ec493feac19df7b00df3159,渠县,AdministrativeRegion,,
IENT-4ed5697b92fb30e2659e4fb7,红三军,Organization,traveled_to,IENT-1ccea62af0d9913ed07b1b5b,湘鄂边,Place,,
IENT-dc58d53d274b12ae500848cb,红军长征过楚雄,Organization,influenced,IENT-bbc8e3519eabc1563db3d6bd,陈世昌,Person,云南省,
IENT-6a357b7798483c7beb0525e9,胡树才,Person,died_at,IENT-865db106ae614776da8e85de,江西余干县,Place,,
IENT-b25b0932a5b58a55be6a5ae9,余卫民,Person,active_at,IENT-8fea644518cf083413d82f07,韩家寨,Place,,
IENT-b76f65381f8d7812168b70c0,刘近谦,Person,active_at,IENT-f91294e9d6a8653e89e52605,毕节,Place,,
IENT-10ea9cce32754306dcee0d23,闽浙赣省委,Organization,organized,IENT-3b1e8909674a9162efffc53f,反贪污斗争,Event,,
IENT-ef30ed61dcc21c492c1eb4e4,黄道,Person,active_at,IENT-81001c3391005dc7b02ee687,铅山县河口镇,Place,,
IENT-fab191587fb3a68b53f1d233,区游击队,Organization,collaborated_with,IENT-06a4f241ae49c1418e8bd164,主力红军,Organization,,
IENT-7bb044f662936b5df020a041,罗铭元,Person,held_position_in,IENT-41ddfcdb89724fdc61834376,遂宁中心县委,Organization,,
IENT-082036f926990fbbbf552e68,刘敦矫,Person,active_at,IENT-0525020080e6efeeb14b02fc,习水东皇,Place,,
IENT-05f7feeba43cec67fb6ff893,李烈三,Person,active_at,IENT-ad38a704b6a4d3e896270ae8,中甸,Place,,
IENT-db6bc3fd0552ee237e83d800,中共羊场坝小组,Organization,organized,IENT-03d07c05faec473c7bd9ba48,反对国民党征兵征粮征税斗争,Event,,
IENT-6f91a75bddea8156ad55ae8a,北伐军慰安大会,Event,occurred_at,ITOPIC-581afa236679c6868842bd89,汉口,AdministrativeRegion,,
IENT-b2b9e46f116fef81f419ea0a,黄华清,Person,active_at,IENTREPAIR-0b96c2fdbef1b55fcc076b31,赤水,AdministrativeRegion,,
IENT-37c5f3cfac9f5ca1b3da47e9,顾祝同,Person,opposed,IENT-dfd686832f4171ce626ff4a0,新四军,Organization,,
IENT-dd514844a954d6c3f134cce3,聂荣臻,Person,active_at,IENT-40de0902dfa48b490cc77224,九峰山,Place,,
IENT-87c808df6b9d9c4f79faf224,钱亦石,Person,participated_in,IENT-9bbbd7e66f492f8fabc4208c,国民党湖北省第四次代表大会,Event,,1937-07-07
IENT-41cd38f648662b935a940fc3,张致中,Person,guided,IENT-15cf3ae4c4e28fdfe3f315d8,吕祖荫,Person,,
IENT-9bc1b581718978258944583e,游击大队,Organization,supported,IENT-5f367ca744a93f29000806a6,红军,Organization,,
IENT-2c77ff57a9b2bf29ef32e966,江淮区党委,Organization,organized,IENT-228135d4f2aa3e5d463dda69,淮海大战,Event,,
IENT-78bebac6c1c15dcbc50926db,李集发,Person,organized,IENT-d7ed3545b1da44ba56a15821,工厂党支部成立,Event,,
IENT-4eea9f54d3eb6e617e9c472d,蒋希清,Person,led,IENT-6597b7d79b97e753af71b6f7,工农革命运动,Event,贵州省,1926-09-01
IENT-548c6601f8fb9635e63b2b83,川东地下党,Organization,guided,IENT-ac026d9b8eab5ef04a2017b1,新青社,Person,,
IENT-1c64f1eb19828ffd62dc0010,王忠孝,Person,led,IENT-8e45fca7093bd326b89bf82c,童子军团,Organization,,
IENT-0abe3a576e96297a9f63add9,邓小平,Person,led,IENT-0cf6637b3b2bc2f22ee6e51c,会昌中心县委,Organization,江西省,
IENT-ee9d9ca48e3fa05b10f6e6cc,林坚,Person,worked_at,IENT-6a96a422c8eacf3d07f850ba,四普火车站,Place,,
IENT-40b77cefc3afb6d9a64ba748,赵世炎,Person,commanded,IENT-1fdbeb6f281d44e6b8608069,上海工人第三次武装起义,Event,,
IENT-914d658d22eafe0e3037d75b,任弼时,Person,influenced,IENT-fd91aaa802a3693618f20482,田永祥,Person,,
IENT-c25de5baf94239169d6153da,张浩,Person,opposed,IENT-d80e5ff844016e679c85932a,韩老三,Person,,
ITOPIC-001abfc28de5c5e783a54cbc,大雁,CreativeWork,mentioned_in,ITOPIC-dc1b7028cc39b59552315408,中华人民共和国史长编 第三卷 1966—1978_12601696,Document,,
IENT-fcedbddb314f78b18dabee79,张露萍,Person,worked_at,IENT-76a5eb3bd5d181facbdf06cf,曾家岩周公馆,Place,,
ITOPIC-f7d23a6feb33edf30ce99fbb,张太雷精神,Spirit,has_value_facet,ITOPIC-c1bb1b5ddf4baa2fee1062f0,坚定抉择,ValueFacet,,
IENT-bfc66c064e3bbef58b4e168b,曾聿修,Person,held_position_in,IENT-029bc2fe10e7a765210143b6,青神县治安委员会,Organization,,1945-08-16
IENT-50690f9968ba622fd0b464d7,陈佑魁,Person,influenced,IENT-8298fe255c17d17e35b0e781,麻阳县,Place,湖南省,
IENT-44d53b9abd474f27e8967646,胡竹笙,Person,active_at,IENTREPAIR-3c06a698403f426ba7db0f37,宜黄东陂,Place,,
IENT-9d0591c25247e415490867a8,孔令甫,Person,fought_at,IENT-bc1d6227ce25f37eea8c3be6,辛家冲,Place,,
IENT-c5391e35ad083b05718087fd,郭显,Person,led,IENT-7ab45b61caf32d7a341bd8de,繁昌县抗日联合会,Organization,,
IENT-a14d2038586db1f205125ab8,刘伯承,Person,led,IENT-45ee2efb554de340a1d22007,南京军事管制,Event,,
IENT-fc0dcffd70db5366455fd47a,张守恒,Person,held_position_in,IENT-a275d6ab3f7428a9be56dad6,成华县委,Organization,四川省,
ITOPIC-7250b7705c033bbc57314815,抗战精神(重庆”愈炸愈强”精神),Spirit,has_value_facet,ITOPIC-343b57b2a7db7c8faf916d7b,团结一心,ValueFacet,,
IENT-709b1ab6e8f494b6bc7e67a6,罗平地下党,Organization,led,IENT-abc5b577575d77104d430c75,抗日救亡运动,Event,贵州省,1937-07-07
IENT-1d97d5296e4ed9c5d28abb8e,周恩来,Person,met_with,IENT-41d87f9dd3078d462ac9ac6b,章秋阳,Person,,
